75
466 1117 421 647 284 5520 2818 1405 2887 681 409 957 484 5299 2983 1293 1038 2385 658 423 1553 1745 363 823 434 599 2436 1843 5397 1758 807 1282 446 332 2769 1713 1412 4666 1746 758 1569 1741 368 807 428 691 2587 1809 5174 1572 674 1322 490 377 2920 1769 1395 4715 1735 712 1539 1776 371 710 403 657 2322 1925 5424 1601 668 1385 516 372 2604 1811 1498 4788 1710 687 1521 1702 366 731 402 648 2796 1795 5159 1568 706 1282 544 371 3076 1745 1383 4599 1708 701  1

447 1009 403 600 277 6874 2484 1292 2160 676 398 876 673 6478 2625 1164 897 1740 657 433 1388 1386 363 733 432 549 3010 1968 5324 1616 692 1093 429 334 3256 1801 1583 4432 1582 624 1408 1451 371 779 447 583 3140 1773 5187 1448 622 1101 496 395 3496 1764 1552 4517 1535 602 1505 1567 349 752 449 628 2489 1941 5498 1546 686 1191 477 380 2820 1900 1686 4667 1671 672 1437 1515 366 766 417 651 2715 2019 5294 1474 614 1206 514 444 2992 1980 1721 4399 1600 631  1

693 1342 485 1020 597 4025 2773 1684 2496 1001 676 1237 737 3657 3134 1506 1227 2029 1052 707 750 1563 577 1032 596 2914 2988 1735 2932 1032 724 1421 816 2658 3311 1541 1382 2310 1127 767 664 1364 538 1217 627 3000 3128 1767 2658 1001 741 1281 833 2591 3517 1653 1388 2310 1058 705 759 1339 562 966 578 2773 2968 1786 2876 1160 799 1468 912 2533 3232 1591 1312 2386 1097 677 738 1313 509 991 560 2838 2958 1822 2932 1209 753 1361 817 2590 3301 1589 1304 2388 1036 665  1

503 914 495 1158 630 5240 2684 1543 1934 823 727 1016 746 4891 2884 1341 975 1868 940 642 711 1038 408 896 727 3201 2539 1877 3313 1082 662 1124 683 2780 2747 1765 1378 2695 1097 674 666 1139 417 814 491 3812 2455 1815 2959 1178 881 1162 691 3206 2576 1468 1141 2736 1048 748 656 1273 484 820 514 3452 2383 2008 3248 1149 737 1229 697 2911 2440 1625 1325 2778 1077 677 709 1183 453 715 336 3754 2310 1901 3463 1155 608 1036 607 3213 2394 1487 1354 2882 1009 602  1

714 1231 485 1070 688 4277 2767 1637 2252 993 729 1214 717 3987 3073 1557 1088 1865 1061 693 736 1312 489 1051 699 3670 2606 1805 2552 1134 832 1252 724 3330 2843 1701 1245 2178 1109 765 807 1623 554 1034 591 2797 2976 1693 2539 1072 811 1683 925 2624 3367 1617 1213 2171 1110 669 707 1385 577 941 486 2941 3231 1777 2725 1128 698 1425 893 2695 3478 1450 1206 2153 1072 701 687 1307 497 831 533 3424 3005 1779 2832 1098 677 1299 785 2983 3213 1418 1146 2307 1090 727  1

